img_path,class,latitude,longitude
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/62f2b8a5-2f4b-4884-91a9-bb3a7337122c.jpg,0,41.40117,-72.60567
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/da0ae69f-3007-48b5-9208-4f23d3c9a1ae.jpg,0,47.65879,-122.14082
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/704d6412-9867-4c95-afda-8ca6283913d9.jpg,0,33.44139,-84.22691
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/a22dd85e-a730-4d2d-9379-4c0745f333ac.jpg,0,37.30816,-122.27921
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/6eff3179-baa0-4db5-86df-d3d09cbec9fc.jpg,0,29.73088,-94.97675
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/fb13df85-cb6a-42b9-b678-b03fca9ebc31.jpg,0,37.44225,-122.28684
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/f4d2ef73-17e9-447c-a05c-0b8f48d1b965.jpg,0,44.77561,11.73335
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/89cdeb4a-cab0-43f9-b383-111afa5cf93c.jpg,0,37.19997,-122.28695
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/b622c461-b2c3-46e1-976f-b309dde0f1c4.jpg,0,40.79967,-73.95797
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/90536f8b-82f9-4a3f-bda0-dfb9b0720676.jpg,0,34.26604,-118.14725
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/83dd528f-7fd3-49d9-ba2c-55f7c86cbbe2.jpg,0,51.28938,-2.7526
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/37887b12-97d9-4c55-b7ed-3d0c700d7bcb.jpg,0,42.36498,-71.25698
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/3590b2a7-1aad-443a-afbb-5718637a0338.jpg,0,42.05389,-71.9164
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/f5c5064d-e761-41c2-bc08-9d9025bdb6dd.jpg,0,41.51147,-81.61305
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/9e5317a0-2e0a-4abf-b8a2-b54fcefcaf2c.jpg,0,37.76967,-122.46474
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/f89505fc-3fc8-432e-9980-167f2c9b2b60.jpg,0,53.63681,-2.83802
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/9d984040-7dc2-44e3-97cb-d0f457ccad77.jpg,0,52.50945,13.27287
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/fe234862-5d08-441a-bb9b-2ab65c021b80.jpg,0,39.9449,-82.61889
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/81e3e57c-3d92-4bcd-9e9d-9a0ba516f412.jpg,0,38.60389,-76.89306
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/b659985a-00e9-4a51-acfd-208ef7c441fa.jpg,0,39.90906,-86.20771
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/531fad63-485a-4502-a393-a9cf2870a297.jpg,0,33.57113,-84.71343
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/28e8c312-b016-4ca4-ab43-bc88f3b5b340.jpg,0,33.04475,-96.67347
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/29647538-317d-4218-b2c8-ba35284a93fa.jpg,0,34.01763,-118.46969
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/0159fa56-055d-403b-84bf-a35757a26934.jpg,0,42.62213,-7.11674
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/f0a17f9d-06b1-4cdc-8544-040107d1eac7.jpg,0,42.4506,-76.46957
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/008a1b23-82bf-4ae5-8837-ef7ab61eb41e.jpg,0,34.1116,-84.20391
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/61351353-9a7f-4cff-8dcf-1a6ba5dbef74.jpg,0,40.60701,-80.1536
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/9aef28bf-a69c-4598-bd4a-a356b4676f0a.jpg,0,45.44639,-75.64252
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/9f986573-b418-4a74-81a5-2c225b26f244.jpg,0,45.38688,-93.18312
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/a8ae6ddb-c80c-44bf-b1b9-5a796cdda65e.jpg,0,59.09979,10.95672
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/e9164417-cd0a-4d89-acaf-124e17c7101b.jpg,0,41.77674,-88.09592
train_mini/00000_Animalia_Annelida_Clitellata_Haplotaxida_Lumbricidae_Lumbricus_terrestris/70de191a-0d9f-48c4-81a8-de754140be1b.jpg,0,56.3314,44.01069
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/f2fab0fc-5602-48a2-8491-ec9570f07832.jpg,1,37.74394,-25.59423
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/214dffce-7393-45ec-b464-e8a8a89a94fe.jpg,1,-36.75967,174.7702
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/4d397cdb-08d7-4faa-83f2-0d6c5a426622.jpg,1,44.16837,9.60722
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/da1a399b-b069-4949-af21-b00bfc7edbc6.jpg,1,43.70596,-7.60443
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/e923bb9e-5965-4a2a-9fc4-a75eb49f0f07.jpg,1,-36.81413,175.20166
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/2c5a3bbe-ec01-4674-9b09-1be67099f856.jpg,1,36.69519,-3.44193
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/2efaa957-bf0f-4ec3-abf0-b17836ed36f0.jpg,1,39.39269,3.26981
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/ccefd03f-de72-4e25-a3a8-2bfa565192b3.jpg,1,44.83692,13.84501
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/7305d926-28cb-4a19-9450-2b02dff9c2dd.jpg,1,-36.535,174.71509
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/7dc44e4b-0326-405a-b0d2-fd5e7a5fcce4.jpg,1,-36.85964,174.90521
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/0909893f-fa76-4df1-8637-9ec1b5f61591.jpg,1,-36.6025,174.69453
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/8e6b24b6-594d-4065-a0ce-46e80f21f4c1.jpg,1,-34.81144,138.52768
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/6a9af404-ce90-4f44-886c-e792c19493b8.jpg,1,44.10447,9.8274
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/293b16d9-4b04-4a45-95e0-75bbd64972ef.jpg,1,-38.36871,144.82248
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/71557f69-38a8-4318-8f4e-eda6ff7a2932.jpg,1,-36.70441,174.75233
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/cceaeb4e-9dbe-408f-bdc6-6a4085c20bda.jpg,1,-36.85286,174.70413
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/aeff5eb1-cb97-4674-96bb-a648d5e50191.jpg,1,-36.63854,174.76228
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/7844b1a7-da83-422a-aee8-deb1bc1510dd.jpg,1,-34.84064,138.49652
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/6164d2f0-983a-442e-adb2-9197df33c3ba.jpg,1,-36.85085,174.70314
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/157959ce-2ffd-421d-b3d6-c4043ba815a9.jpg,1,42.72119,9.4649
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/015a95be-3604-4bd9-842a-bedd9717b3ad.jpg,1,40.82143,14.07744
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/672b300d-84c8-45cc-bc5f-abe8f8469431.jpg,1,-36.64336,174.72252
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/419f3ff2-7438-4341-93e6-e9afb50f1b4e.jpg,1,-35.01743,138.5136
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/d928c72d-8ed0-4c7a-9451-be873c5a0c82.jpg,1,-36.62115,174.73215
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/f208d2f5-cafe-4858-99a6-aa4c806c08a6.jpg,1,-35.65487,137.64406
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/eea20cf6-60d1-4ff1-91b8-033e2493760f.jpg,1,-34.81311,138.51239
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/d5f5ddbd-06c9-4d7f-837f-c52621a047b1.jpg,1,-36.68927,174.75407
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/522b0993-a9c2-4458-b027-ef7bb04e1cfd.jpg,1,-36.76331,175.46213
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/ca64ea76-ac34-41a9-84b9-38c54feebc33.jpg,1,-34.72303,135.88129
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/be1d2add-96ec-4f4a-89b1-4f376277b808.jpg,1,-34.88716,138.4893
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/e110d3f3-5c48-4960-9505-9e79d42f647f.jpg,1,44.96013,14.40751
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/a75b2a70-51f3-4ac1-8b89-1beea9429756.jpg,1,-36.80766,174.95302
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/f344dbe9-2d48-4431-9b55-18432d9842a5.jpg,1,37.8088,23.80531
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/67efc2b0-68b4-4d5c-b5dc-ae16a5fa1d35.jpg,1,-36.82978,175.2132
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/ee21d8be-f524-489b-a422-6e146b248a41.jpg,1,48.77106,-3.58806
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/00ed5b6f-f622-448d-9163-37930300a7c6.jpg,1,42.57914,8.72628
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/61d59248-2cf1-4d76-8ad5-07f020363128.jpg,1,40.36398,17.3072
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/443b31d9-5446-4dee-a6f6-59062cc67fb4.jpg,1,-36.6404,174.72763
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/e4108abd-9607-4c50-926b-f23d253c8d81.jpg,1,-36.62061,174.7318
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/fabacfba-bca6-47ba-9d58-623eaac5b349.jpg,1,42.47849,3.14924
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/43d20bc6-b570-4a8f-aef0-c2387738907e.jpg,1,43.34334,5.2663
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/8bfc3005-dcb4-4041-adf4-4223e5fd34fd.jpg,1,-38.35611,144.77402
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/4800e66c-a875-41f8-9664-06820f44a681.jpg,1,41.84795,3.14175
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/6a99aa74-7133-47aa-9ff5-6db104f52360.jpg,1,43.15464,6.63275
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/919bc283-145b-4ab2-9417-6fda4557b8a1.jpg,1,41.37556,2.17913
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/52725c65-b334-4749-ba5b-d509cdf7041e.jpg,1,43.83603,7.90101
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/b1128ea0-fa74-45f8-87b1-aeb5b1bc736c.jpg,1,42.21219,14.59505
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/964f67c9-704c-4bd2-a28c-7b782a59b856.jpg,1,42.04976,3.21976
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/d04c5072-97f6-46e0-a280-2feb75234b7a.jpg,1,44.27357,15.12626
train_mini/00001_Animalia_Annelida_Polychaeta_Sabellida_Sabellidae_Sabella_spallanzanii/144cece2-c217-4726-b140-64913b9bde9f.jpg,1,44.94339,14.69051
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/e1034003-d350-4864-a228-6ade2e2afb42.jpg,2,37.5131,-122.51231
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/4fdb71a8-546c-47ce-b67f-d853778e4a18.jpg,2,36.96844,-122.00151
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/e316917d-5d08-424b-88fb-0dda93477531.jpg,2,37.49295,-122.49905
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/63b39bc0-8abe-431a-af7e-4014ae03bd3d.jpg,2,37.80659,-122.44553
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/faf2d3de-bff9-4f63-9263-8955da83dedf.jpg,2,51.65462,-128.12903
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/2347c642-a273-4155-b47c-beb4c229eafd.jpg,2,47.71077,-124.41665
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/fe93f1c7-cac5-4f83-b73e-9c4b596b1486.jpg,2,41.04921,-124.1271
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/6aa24273-95f6-466c-ae69-56fcc954cc5e.jpg,2,38.56587,-123.33434
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/f91671df-6104-43d0-8c1e-fbcfee3714e9.jpg,2,37.18286,-122.38881
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/ba17d04c-ad84-41c2-bc78-cef6ba44a332.jpg,2,38.56526,-123.3336
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/f3c9a8f6-908f-4b7b-ad45-6ebad2cce0e4.jpg,2,38.56523,-123.33389
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/3996153f-ea24-4ba9-ab1f-91164d198f64.jpg,2,37.18074,-122.38068
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/5d8ee11b-2e46-427b-a485-bc44917124e9.jpg,2,57.09818,-135.3999
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/95696c24-c7f8-4052-8708-4f59bf9c58dc.jpg,2,36.60583,-121.95969
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/ec228ab0-f3f7-43ee-b0e9-030cdb9e622f.jpg,2,57.0579,-135.35185
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/379902dc-157f-4fef-9534-96442188909a.jpg,2,37.24684,-122.41933
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/7dcbde25-e847-4371-b1ba-76b7f88cd714.jpg,2,47.30561,-122.5132
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/37c1184c-98cd-4e89-926c-e5bf4051b162.jpg,2,36.64188,-122.00506
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/27784641-e6a5-4c14-b82a-43cf36c4c7db.jpg,2,37.8742,-122.60106
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/7bd12481-df51-4659-bb58-4d1203534ed1.jpg,2,49.15298,-125.90662
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/a04ef9e6-9dfb-4682-bfca-391c46951c60.jpg,2,57.07416,-135.3725
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/8affedf7-dda8-476f-9f64-f4e96474a6e9.jpg,2,37.25015,-122.42076
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/edc9c535-ebf7-478d-b69a-e438f962f54c.jpg,2,59.47649,-151.5983
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/cc1ac2ae-f8d5-4a66-bab0-e83574e3c094.jpg,2,47.61581,-122.35667
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/4c8fd81b-b466-4aeb-81d7-2a9312ef9a2c.jpg,2,37.04401,-122.23432
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/95cf6520-2277-46a1-b847-2cdfe5a8c409.jpg,2,37.49374,-122.49954
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/8d9d9796-a45c-4e23-b27e-1d3132fbbd05.jpg,2,44.2803,-124.11179
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/5b54fc59-4f2b-4747-989d-badc84efc6cb.jpg,2,49.73717,-123.89885
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/f02c2790-dfed-47b9-ace3-74a962531f82.jpg,2,51.6536,-128.13011
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/f9da62f0-6df4-4f49-905b-bd49572e8d24.jpg,2,38.93748,-123.72923
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/8bddec78-b91f-48e5-9e4b-a98be696c4a1.jpg,2,36.6058,-121.95994
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/8c483562-2a5a-447e-9711-e103c8ab778c.jpg,2,44.67553,-124.07802
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/058f7221-70c0-47fe-bb8a-d9b462bb58f6.jpg,2,37.49374,-122.49958
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/1d714bba-3722-4359-99ab-8e2b17d9f0f6.jpg,2,37.49458,-122.49912
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/0c6da412-f61d-40a5-8b9c-7fd769545ad6.jpg,2,37.0215,-122.21512
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/a4b6ef6d-c6df-4336-be00-008b9bfabfee.jpg,2,48.49833,-123.33472
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/7498f8ea-a5a4-4178-a7a6-e0a5640a61e0.jpg,2,49.77853,-124.98315
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/0ebd6af2-c862-468e-9be2-bcbf4d6d99b2.jpg,2,37.49882,-122.49569
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/5228912f-49c0-4f98-9d7e-47e35180bc1c.jpg,2,47.85806,-124.56
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/36a23097-e347-4656-8dbc-8fee8b7f5c6c.jpg,2,41.05693,-124.14281
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/95fd672f-a18b-4cfb-9665-fa275ecb76c3.jpg,2,48.92352,-123.49426
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/fdb55120-a6f0-4038-a133-0e009b90cc7f.jpg,2,37.52773,-122.51287
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/de2d77b9-0bac-4460-90df-d2844bcbd31e.jpg,2,49.53227,-123.95538
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/b092faf4-27f8-4144-9388-5cb904a55b47.jpg,2,41.13211,-124.1632
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/d3432a2c-fbf6-4ed5-8f57-1de2fbe30088.jpg,2,42.30484,-124.41264
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/2494203d-a704-478f-82fd-9348dbf5bfb2.jpg,2,36.52293,-121.92944
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/51ec50b8-261e-4b34-9675-aa9e98798b1a.jpg,2,47.71461,-122.37806
train_mini/00002_Animalia_Annelida_Polychaeta_Sabellida_Serpulidae_Serpula_columbiana/ae766d63-9dc5-41d5-ab0a-5d8caf32737b.jpg,2,47.76398,-122.38782
